time(seconds)	aggragete Attack(Mbps)
0.16235762943718604	20
0.35727873428317386	40
0.5730459485753756	60
0.6432883604099776	80
0.6504166001378031	100
0.8707854569810729	120
0.929508724793552	140
1.4400599359983879	160
1.4843831242625696	180
1.5043979944480008	200
1.668617502546416	220
1.6731893428578681	240
1.8201365307079538	260
1.9521205248316749	280
2.291858983870682	300
2.3391408123040427	320
2.3556973468498104	340
2.4296877188195602	360
2.4678880956537146	380
2.6089908448911996	400
2.610762968900922	420
2.6464959356955124	440
2.7572241493179295	460
2.904310257430205	480
2.9106771582345785	500
3.061375083863804	520
3.251529363213057	540
3.2532139405819	560
3.2746888531816896	580
3.3882926812378686	600
3.4604801796285103	620
3.4929800224815173	640
3.5513236664564247	660
3.5619262493656962	680
3.9751111828129337	700
4.307792828959132	720
4.324620242492196	740
4.39735801027659	760
4.450345937718332	780
4.564274440769344	800
4.612267469216995	820
4.743154164182912	840
4.88561560177982	860
4.929561910213994	880
4.952760676083633	900
5.080106613481747	920
5.113968352628573	940
5.227283872163301	960
5.258166700787641	980
5.319630599649957	1000
5.380777451937848	1020
5.840538878154788	1040
5.860731802409512	1060
5.9900478254187215	1080
6.072682977476639	1100
6.073624790958081	1120
6.172938915894384	1140
6.206562815733909	1160
6.2161268379936	1180
6.237920250506648	1200
6.330595248469233	1220
6.725037777378945	1240
6.791365181312756	1260
7.21744675097813	1280
7.241570782813431	1300
7.291101771501103	1320
7.430600911754401	1340
7.58329487502096	1360
7.759296140557646	1380
7.793238294547925	1400
8.079716955253149	1420
8.162169655030027	1440
8.745876083466868	1460
8.988526477983203	1480
9.050791091802203	1500
9.209718343434181	1520
9.210301234505375	1540
9.215206763518466	1560
9.298622463908098	1580
9.445451217750103	1600
9.588968808642285	1620
9.774306557028574	1640
9.954905604963633	1660
10.218417255259642	1680
10.366078743658571	1700
10.401678287495688	1720
10.696352679354835	1740
10.876901264024056	1760
10.928020768140621	1780
11.13412950043636	1800
11.155818929851947	1820
11.17580938088784	1840
11.187803394106671	1860
11.340535992263781	1880
11.520060506800569	1900
11.578796778819703	1920
11.70684440134962	1940
11.742078405090794	1960
11.794476083690528	1980
11.79765634608522	2000
11.899607197021806	2000
12.062999574583632	2000
12.069773952224292	2000
12.242954484768793	2000
12.385616069635951	2000
12.54491349882333	2000
12.56365047467487	2000
12.569842756486558	2000
12.731220600322015	2000
13.027243810339282	2000
13.132881077900194	2000
13.14290572604143	2000
13.45223927091478	2000
13.5646193152128	2000
13.579911545357124	2000
13.645286986186248	2000
13.647441062231945	2000
14.065269810663947	2000
14.213579607762155	2000
14.301420057994598	2000
14.321511249762558	2000
14.67129051197156	2000
15.122000368802638	2000
15.162035778154742	2000
15.25266320965685	2000
15.41487325189202	2000
15.515117939583906	2000
15.548451836288047	2000
15.84074211318166	2000
15.971577117250543	2000
16.518923722379444	2000
16.543068277575887	2000
16.689115176786682	2000
16.871824186599785	2000
16.892144543095224	2000
16.92420407432495	2000
16.986344052247727	2000
17.162184785847028	2000
17.541094246141554	2000
17.642594760941062	2000
17.671607841542283	2000
17.853760850887113	2000
17.948890184648565	2000
17.97728154222033	2000
18.203592959410194	2000
18.2187427904844	2000
18.328506646153055	2000
18.388347066469596	2000
18.54169782045889	2000
18.67815761735705	2000
18.68352071345074	2000
18.689985046657835	2000
18.739019909070823	2000
19.252832301484787	2000
19.68255643114246	2000
19.723571547727836	2000
19.80399284424213	2000
19.94050510815935	2000
19.963681520459083	2000
19.978693407338305	2000
20.08009256662894	2000
20.413206066172823	2000
20.471557323272222	2000
20.759554955384992	2000
20.77768439679102	2000
21.1320679390523	2000
21.1503877692829	2000
21.206574736625697	2000
21.235236226455726	2000
21.265482559501386	2000
21.343806535493222	2000
21.806817805351333	2000
21.832063190179035	2000
21.840856813489385	2000
21.89850500017837	2000
21.937646045202104	2000
22.020368620464964	2000
22.19890557890669	2000
22.29705099974512	2000
22.34486580544582	2000
22.394502972927715	2000
22.416151989021873	2000
22.46745224330458	2000
22.469580081564366	2000
22.536250557063074	2000
22.542431880281313	2000
22.70883811582878	2000
22.719378320388955	2000
22.75073778545492	2000
22.83128971489699	2000
22.92777133197532	2000
22.940317442436207	2000
23.079871312447867	2000
23.185137449724515	2000
23.27753440924991	2000
23.30511102919591	2000
23.439776360492658	2000
23.568726582685567	2000
23.663848455107498	2000
23.732467671939045	2000
24.11187581189939	2000
24.348864846257975	2000
24.379402366622642	2000
24.87900357513454	2000
24.920287840226468	2000
25.099712233024132	2000
25.11723094923037	2000
25.15794445298322	2000
25.255456270799325	2000
25.295962598754745	2000
25.32912030050412	2000
25.516023539446067	2000
25.819095093177832	2000
25.9103945524328	2000
25.911245733183637	2000
26.148363740649767	2000
26.190113940383124	2000
26.2638947603543	2000
26.306469496138195	2000
26.3776306995048	2000
26.42093187911502	2000
26.49721444061055	2000
26.549819208473117	2000
26.734627398991293	2000
26.88893358264827	2000
26.904452332049463	2000
27.01005875835464	2000
27.0764457969767	2000
27.16389624916119	2000
27.243842193547035	2000
27.41825001854715	2000
27.435009183195184	2000
27.598311992610565	2000
27.602294500088814	2000
27.627130507519933	2000
27.74608189803363	2000
27.749150389102688	2000
28.073975660834453	2000
28.077828361819776	2000
28.161292393136613	2000
28.185458282526856	2000
28.283319793009877	2000
28.51689105915203	2000
28.829065841344008	2000
29.086997721968217	2000
29.12177259840637	2000
29.176302167921843	2000
29.40963327025003	2000
30.41121371549929	2000
30.517497952206615	2000
30.61963839972069	2000
30.622666197574738	2000
30.821967969597587	2000
31.159548850095767	2000
31.243977000543268	2000
31.335531492206112	2000
31.571206148505606	2000
31.64956889849706	2000
31.71378223947393	2000
31.800062745885608	2000
31.87940116871827	2000
31.952889463757842	2000
32.16894679956212	2000
32.19158993310137	2000
32.58252348843557	2000
32.585513029217786	2000
32.598601684647214	2000
32.633490856976664	2000
33.091334534900575	2000
33.19399345917919	2000
33.266049471161075	2000
33.319637074391814	2000
33.55003350074039	2000
33.550519880068144	2000
33.60294765250536	2000
33.69166743496107	2000
33.9127090379001	2000
33.958188483506596	2000
34.0118186005518	2000
34.1377478157675	2000
34.32854373733581	2000
34.81784469566925	2000
34.82840380214962	2000
34.84528446328272	2000
35.133166053985356	2000
35.182877382165415	2000
35.23821717049143	2000
35.40119413759096	2000
35.675992050436335	2000
35.714263553950325	2000
35.88700694725316	2000
36.17263204073693	2000
36.26811038303995	2000
36.30966630729786	2000
36.84866668281128	2000
36.90774104045119	2000
36.98333504597402	2000
36.98334992847053	2000
37.14929624406116	2000
37.19425893276206	2000
37.34198625033341	2000
37.56699026435162	2000
37.57386092917762	2000
37.59696448467761	2000
37.61215559710031	2000
37.726070618485615	2000
37.7715622939092	2000
37.85083037882494	2000
38.03638420559994	2000
38.13074095821188	2000
38.23736590140616	2000
38.3381842379419	2000
38.40669356712185	2000
38.44832062202372	2000
38.67094238606671	2000
38.73602188195346	2000
38.89911229670866	2000
38.96797308643063	2000
39.059493918031	2000
39.06153920159128	2000
39.41226667642451	2000
39.6367485699597	2000
39.751893117949614	2000
39.82909533191829	2000
40.066443451905414	2000
40.20328714384802	2000
40.291634299572316	2000
40.466462991096975	2000
40.51065731148996	2000
40.513532750825384	2000
41.03824798128796	2000
41.102673755924656	2000
41.29268691122775	2000
41.47964847835364	2000
41.55941298889	2000
41.78618533262664	2000
42.11742400610157	2000
42.17312456157831	2000
42.19418622847001	2000
42.389890942514924	2000
42.42417439019189	2000
42.46607175056264	2000
42.48555414815446	2000
42.52314356206586	2000
42.60959273758433	2000
42.615851351120206	2000
42.87517877821157	2000
43.026887716240154	2000
43.22794228884429	2000
43.352393000237896	2000
43.53778347972771	2000
43.70937632571426	2000
43.79831006969598	2000
43.85818061329877	2000
44.0682684552089	2000
44.375702027682465	2000
44.40029460762435	2000
44.41505895236814	2000
44.54974104414514	2000
44.61781476457691	2000
44.926815104264115	2000
45.06827867952549	2000
45.1501904846686	2000
45.1976920657031	2000
45.35741141939139	2000
45.47785330296445	2000
45.49262506980324	2000
45.50218794491085	2000
45.62522357500766	2000
45.642223074684615	2000
45.94173423224509	2000
46.096560418901845	2000
46.1062991412054	2000
46.17360932905175	2000
46.329639888720685	2000
46.39135994301851	2000
46.4902730334986	2000
46.49116945847333	2000
46.52722880864292	2000
46.69683980127537	2000
46.841955031126105	2000
46.95773677338351	2000
47.27624184900016	2000
47.836740986495464	2000
47.96103764908592	2000
47.994511044605915	2000
48.020457916509656	2000
48.04531378460219	2000
48.33309320633725	2000
48.36144579263392	2000
48.855079541520354	2000
49.02662890345446	2000
49.13759554041221	2000
49.19912848834245	2000
49.36510943327989	2000
49.6942340019285	2000
49.76027261462689	2000
49.83921081759021	2000
49.98202615314269	2000
50.105644868511206	2000
50.192716994029524	2000
50.28992735824911	2000
51.168633662645604	2000
51.4715499860288	2000
51.73687278206412	2000
51.745983711530535	2000
51.82166435052258	2000
52.05997901540445	2000
52.09341346610251	2000
52.3987631950794	2000
52.56961493156532	2000
52.5954048870725	2000
52.70506546513233	2000
52.87616180035823	2000
52.99730776914365	2000
53.02596225453659	2000
53.23990857043276	2000
53.35862775872982	2000
53.394914694601795	2000
53.40141384856017	2000
53.471369186072366	2000
53.57690144989171	2000
53.67515001721642	2000
53.73867783246654	2000
53.853264594782395	2000
54.04962038866253	2000
54.29786721597526	2000
54.8163499409605	2000
54.90337174598991	2000
54.92222677479243	2000
55.01231608611317	2000
55.02080348073396	2000
55.15245843090615	2000
55.24555967988454	2000
55.25627924518721	2000
55.375495332234095	2000
55.37966791914718	2000
55.42584974075124	2000
55.62176416543034	2000
55.63174322171121	2000
55.72289795914049	2000
55.79937469281228	2000
55.83479663183818	2000
55.92282240374482	2000
56.007124782014216	2000
56.08273087190493	2000
56.164506125815066	2000
56.39922073723886	2000
56.4457694146694	2000
56.825665782150566	2000
56.839070087233615	2000
56.931703375365835	2000
56.93905517249945	2000
57.01120157435705	2000
57.42106321323307	2000
57.556822992159	2000
57.58361867416682	2000
57.65365872887078	2000
57.76134606191556	2000
57.88093474837048	2000
57.973898557535506	2000
58.00741093409214	2000
58.06951098850179	2000
58.08708097731853	2000
58.30942768282309	2000
58.407608245381105	2000
58.69709042892062	2000
58.76662123761559	2000
58.841683642048736	2000
58.86812054134369	2000
59.06377301568582	2000
59.113426861823555	2000
59.18295903220575	2000
59.646952240376315	2000
59.85838834409244	2000
60.03265969526118	2000
60.094322380895576	2000
60.113083760840176	2000
60.256786763132204	2000
60.321907005197026	2000
60.47291105277682	2000
60.66791172401515	2000
60.743845107167175	2000
60.77093375869085	2000
60.942012513250226	2000
61.05216806469908	2000
61.11813207335389	2000
61.124205029265866	2000
61.16891844221536	2000
61.55508863421772	2000
61.55752345488077	2000
61.614679611080724	2000
61.79481907876992	2000
62.13548302700523	2000
62.312631626967374	2000
62.48852527722318	2000
62.55362519866563	2000
62.785324861244604	2000
62.85059051842985	2000
63.02250720535523	2000
63.06955305785833	2000
63.09759073484878	2000
63.10563528115617	2000
63.124851424087346	2000
63.29744026396095	2000
63.3531390464939	2000
63.58875011713841	2000
63.665128617325465	2000
64.04070083243697	2000
64.14407909906232	2000
64.67810233925954	2000
64.78379211242397	2000
65.06065108989407	2000
65.21042379611805	2000
65.22175276721198	2000
65.36231375142339	2000
65.56807018565908	2000
65.64707396682046	2000
65.70698225722795	2000
65.74498622107882	2000
65.8497553994271	2000
66.11085747229706	2000
66.21345785577691	2000
66.35946346460163	2000
66.42038444863813	2000
66.8428922321126	2000
66.93243762553237	2000
67.18528092855632	2000
67.63390307626729	2000
67.66355564208668	2000
67.76383137472504	2000
67.98592319144991	2000
67.9968028685424	2000
68.03401366984791	2000
68.0672131284785	2000
68.44563033612972	2000
