time(seconds)	aggragete Attack(Mbps)
3.7425500043861883	20
4.696773257441866	40
4.793608176268365	60
5.1571302866951	80
8.985422111560986	100
9.361425238541134	120
10.598920953251833	140
12.855901160225423	160
14.412547947833817	180
15.733733466575732	200
16.94952631982192	220
17.362316243951337	240
18.28666256863455	260
21.30387058301848	280
23.435678890024484	300
24.522351718087442	320
24.67871560535734	340
27.807037438954374	360
27.824696491796775	380
28.733582058291322	400
28.906895456024706	420
29.067009271850406	440
29.530374355818424	460
30.67642229344974	480
30.776044229775707	500
31.921219451505277	520
32.310033531073834	540
34.43718304156411	560
34.616186883478235	580
34.989949298385625	600
35.985832253711365	620
35.98685561268492	640
36.84487165092646	660
37.21687148359799	680
39.08652439442676	700
39.87169040807966	720
40.67032947058462	740
41.78157673841066	760
41.837844546931464	780
45.66583822832614	800
48.607451015876805	820
48.96843447900094	840
49.26960959459313	860
50.949951189820766	880
52.493555743243505	900
53.15672121989975	920
53.64567384864697	940
53.775130711295375	960
54.56319723700636	980
54.65759864708807	1000
55.08643310740546	1020
55.863277566144305	1040
56.10284715726827	1060
56.1758023513579	1080
59.34365973578312	1100
61.17509638469894	1120
61.42468153705476	1140
63.914721158285566	1160
64.54723039392941	1180
65.14562328134912	1200
65.3871355840299	1220
68.13464310663109	1240
68.8837936646552	1260
69.0270985789722	1280
69.38769260365676	1300
69.53277922610546	1320
70.14223104672222	1340
71.11197297059725	1360
72.15129963329248	1380
72.38803682118271	1400
72.3952795190654	1420
72.46796028312258	1440
72.79274644424189	1460
73.04509372029187	1480
73.85743909167101	1500
74.7737820816131	1520
75.42796825545035	1540
76.00210115105271	1560
79.19349739549965	1580
80.2118864627684	1600
81.89656602065723	1620
81.97213046904525	1640
86.88811808879191	1660
87.38516972113847	1680
87.92862241508661	1700
88.20713270609879	1720
88.30306115603793	1740
88.95327848693286	1760
89.36996626825862	1780
89.43483103114615	1800
89.88398010132559	1820
91.69580081508838	1840
92.17895821218389	1860
93.56550872260992	1880
93.99830279879373	1900
95.64311506291558	1920
98.30434923230871	1940
98.96047130720034	1960
99.04870377792864	1980
99.5992296656265	2000
100.14295969332387	2000
101.21314872930739	2000
101.60375496979873	2000
102.33379994813738	2000
102.9419612081455	2000
103.08961012774218	2000
103.69914201848614	2000
105.36891066045087	2000
105.4591920332536	2000
105.52209589807357	2000
105.97782076579975	2000
108.32784551352178	2000
108.46822617633686	2000
109.09592411904597	2000
109.61617628275272	2000
109.71134259808116	2000
110.108299861207	2000
110.54261499421926	2000
111.67491058889448	2000
112.83948644513399	2000
114.438236435777	2000
115.5363864134345	2000
120.12545786189503	2000
121.31913728216269	2000
121.7935031088598	2000
122.31390321965948	2000
122.38316251574786	2000
122.54912293719003	2000
122.95489985161558	2000
123.58466785118014	2000
125.05302219035268	2000
126.32751151440765	2000
126.59551327545648	2000
127.40843703399324	2000
127.62475609394164	2000
127.93705162649334	2000
128.08896215260532	2000
128.44912187811664	2000
128.77795463933845	2000
128.93633899642643	2000
128.9666405346164	2000
129.16725621128836	2000
129.37052569737685	2000
130.47600935992813	2000
134.84957577880533	2000
135.73462418344377	2000
136.46251400441668	2000
137.7920041222198	2000
137.83984017060126	2000
139.14430161088197	2000
139.75227595301567	2000
141.73225536372345	2000
143.39997923035475	2000
144.25032613672872	2000
146.07995552119803	2000
147.3442634235776	2000
150.01007586605112	2000
150.76145733385863	2000
152.36038001642598	2000
152.5610814598185	2000
153.91881579184266	2000
154.03536713544375	2000
157.34460964339667	2000
158.87345694902484	2000
160.7539093846846	2000
161.15489891734117	2000
161.75442920301205	2000
165.10173433278848	2000
166.35052923477426	2000
166.6888513163246	2000
168.265171191448	2000
169.16306555148472	2000
170.01622590404713	2000
170.08069693162258	2000
170.86715694972546	2000
171.17543240121805	2000
172.4181397993564	2000
173.7507262300757	2000
174.26510468035386	2000
174.58075408703144	2000
175.3831651013349	2000
175.78929440502677	2000
177.06134212201573	2000
177.0872288321885	2000
178.41235420933265	2000
178.70776336180066	2000
179.34504272665734	2000
179.54415581663906	2000
179.89573800525375	2000
180.13628729645015	2000
180.71728243671757	2000
182.06039384792348	2000
182.24868521188796	2000
182.98373469107975	2000
183.38734326367964	2000
184.68058161518945	2000
190.1729229521488	2000
191.36389956030962	2000
192.96136745576996	2000
194.00988912052654	2000
194.66871549666664	2000
195.52381468939762	2000
197.354990150548	2000
199.62937667739578	2000
200.2504246875555	2000
200.48895590065064	2000
201.290514355732	2000
202.21352500254568	2000
202.7541529332082	2000
203.2985166382243	2000
203.87328290828694	2000
205.67430544814803	2000
206.6614309896781	2000
207.9243029838145	2000
208.38072224937818	2000
208.9036283424452	2000
211.54900357777208	2000
213.09633234642342	2000
213.1845686834127	2000
214.86293132204136	2000
215.13722037162788	2000
215.3507758540153	2000
216.19929749148366	2000
217.90995839298685	2000
220.96727048355982	2000
220.98668851780792	2000
221.49358096523514	2000
221.85873276632185	2000
222.8469074920798	2000
223.98535745638986	2000
224.9767279138894	2000
225.44314519431634	2000
225.50441977542997	2000
225.9378215844454	2000
227.13338073152335	2000
228.45154722959464	2000
230.71274565201037	2000
231.01780667927576	2000
231.96682534391016	2000
233.86958828716305	2000
233.976483251332	2000
