time(seconds)	aggregate Attack(Mbps)
0.0	0.0
0.1	9.0
0.2	8.0
0.30000000000000004	13.0
0.4	8.0
0.5	12.000000000000002
0.6	8.0
0.7	13.0
0.7999999999999999	5.0
0.8999999999999999	4.0
0.9999999999999999	16.0
1.0999999999999999	7.0
1.2	9.0
1.3	8.0
1.4000000000000001	5.0
1.5000000000000002	5.0
1.6000000000000003	6.000000000000001
1.7000000000000004	9.0
1.8000000000000005	14.0
1.9000000000000006	11.0
2.0000000000000004	8.0
2.1000000000000005	12.000000000000002
2.2000000000000006	12.000000000000002
2.3000000000000007	7.0
2.400000000000001	13.0
2.500000000000001	4.0
2.600000000000001	6.000000000000001
2.700000000000001	7.0
2.800000000000001	3.0000000000000004
2.9000000000000012	5.0
3.0000000000000013	5.0
3.1000000000000014	6.000000000000001
3.2000000000000015	14.0
3.3000000000000016	14.0
3.4000000000000017	7.0
3.5000000000000018	7.0
3.600000000000002	11.0
3.700000000000002	7.0
3.800000000000002	9.0
3.900000000000002	7.0
4.000000000000002	8.0
4.100000000000001	10.0
4.200000000000001	9.0
4.300000000000001	9.0
4.4	7.0
4.5	10.0
4.6	2.0
4.699999999999999	10.0
4.799999999999999	7.0
4.899999999999999	6.000000000000001
4.999999999999998	5.0
5.099999999999998	14.0
5.1999999999999975	6.000000000000001
5.299999999999997	5.0
5.399999999999997	4.0
5.4999999999999964	3.0000000000000004
5.599999999999996	5.0
5.699999999999996	9.0
5.799999999999995	3.0000000000000004
5.899999999999995	5.0
5.999999999999995	8.0
6.099999999999994	6.000000000000001
6.199999999999994	8.0
6.299999999999994	10.0
6.399999999999993	5.0
6.499999999999993	5.0
6.5999999999999925	7.0
6.699999999999992	4.0
6.799999999999992	8.0
6.8999999999999915	13.0
6.999999999999991	7.0
7.099999999999991	12.000000000000002
7.19999999999999	10.0
7.29999999999999	10.0
7.39999999999999	8.0
7.499999999999989	4.0
7.599999999999989	12.000000000000002
7.699999999999989	13.0
7.799999999999988	6.000000000000001
7.899999999999988	9.0
7.999999999999988	2.0
8.099999999999987	11.0
8.199999999999987	3.0000000000000004
8.299999999999986	14.0
8.399999999999986	8.0
8.499999999999986	9.0
8.599999999999985	5.0
8.699999999999985	7.0
8.799999999999985	7.0
8.899999999999984	12.000000000000002
8.999999999999984	10.0
9.099999999999984	10.0
9.199999999999983	12.000000000000002
9.299999999999983	12.000000000000002
9.399999999999983	11.0
9.499999999999982	7.0
9.599999999999982	8.0
9.699999999999982	11.0
9.799999999999981	7.0
9.89999999999998	10.0
9.99999999999998	13.0
10.09999999999998	14.0
10.19999999999998	7.0
10.29999999999998	4.0
10.399999999999979	4.0
10.499999999999979	14.0
10.599999999999978	10.0
10.699999999999978	13.0
10.799999999999978	9.0
10.899999999999977	7.0
10.999999999999977	8.0
11.099999999999977	5.0
11.199999999999976	15.0
11.299999999999976	7.0
11.399999999999975	9.0
11.499999999999975	9.0
11.599999999999975	5.0
11.699999999999974	8.0
11.799999999999974	11.0
11.899999999999974	6.000000000000001
11.999999999999973	9.0
12.099999999999973	8.0
12.199999999999973	6.000000000000001
12.299999999999972	12.000000000000002
12.399999999999972	8.0
12.499999999999972	8.0
12.599999999999971	6.000000000000001
12.69999999999997	8.0
12.79999999999997	5.0
12.89999999999997	10.0
12.99999999999997	7.0
