Logging Type,Num Attackers,FP Rate,Total Attack Packet,Successful Attack Packet,Average Path Length
PERIODIC,1000,0.05,3000000,25636,3.247
PERIODIC,1500,0.05,1000000,2312,5.178666667
PERIODIC,1500,0.05,1000000,3197,4.186
PERIODIC,1500,0.05,1000000,3242,3.601333333
PERIODIC,1500,0.05,1000000,3939,3.814666667
PERIODIC,1500,0.05,1000000,3791,3.793333333
PERIODIC,1500,0.05,1000000,4360,3.751333333
PERIODIC,1500,0.05,1000000,1429,3.792666667
PERIODIC,1500,0.05,1000000,8767,3.814666667
PERIODIC,1500,0.05,1000000,8767,3.798
PERIODIC,1500,0.05,1000000,7580,3.786666667
PERIODIC,1500,0.05,2000000,2967,3.797333333
PERIODIC,1500,0.05,2000000,16009,3.833333333
PERIODIC,1500,0.05,2000000,7001,3.864666667
PERIODIC,1500,0.05,2000000,6175,3.793333333
PERIODIC,1500,0.05,2000000,12453,3.794666667
PERIODIC,1500,0.05,2000000,12570,4.018666667
PERIODIC,1500,0.05,2000000,16163,3.819333333
PERIODIC,1500,0.05,2000000,11099,4.189333333
PERIODIC,1500,0.05,2000000,14497,4.164
PERIODIC,1500,0.05,2000000,19648,3.774666667
PERIODIC,1500,0.05,3000000,3979,3.786666667
PERIODIC,1500,0.05,3000000,18151,4.199333333
PERIODIC,1500,0.05,3000000,11968,3.774
PERIODIC,1500,0.05,3000000,23132,3.622
PERIODIC,1500,0.05,3000000,22727,3.812
PERIODIC,1500,0.05,3000000,26094,4.220666667
PERIODIC,1500,0.05,3000000,18762,3.942
PERIODIC,1500,0.05,3000000,12252,4.024
PERIODIC,1500,0.05,3000000,15889,3.798666667
PERIODIC,1500,0.05,3000000,18954,3.796
PERIODIC,2000,0.05,1000000,9646,3.8005
PERIODIC,2000,0.05,1000000,6525,3.8065
PERIODIC,2000,0.05,1000000,5085,3.8085
PERIODIC,2000,0.05,1000000,2506,3.78
PERIODIC,2000,0.05,1000000,1279,4.642
PERIODIC,2000,0.05,1000000,6174,3.5365
PERIODIC,2000,0.05,1000000,5714,3.976
PERIODIC,2000,0.05,1000000,5102,3.8325
PERIODIC,2000,0.05,1000000,6683,4.1985
PERIODIC,2000,0.05,1000000,8295,3.789
PERIODIC,2000,0.05,2000000,4889,3.796
PERIODIC,2000,0.05,2000000,2956,4.296
PERIODIC,2000,0.05,2000000,18443,4.2535
PERIODIC,2000,0.05,2000000,6009,3.822
PERIODIC,2000,0.05,2000000,14778,3.776
PERIODIC,2000,0.05,2000000,7806,3.8065
PERIODIC,2000,0.05,2000000,17639,3.8135
PERIODIC,2000,0.05,2000000,17296,3.297
PERIODIC,2000,0.05,2000000,19412,3.8515
PERIODIC,2000,0.05,2000000,6879,3.8175
PERIODIC,2000,0.05,3000000,4680,4.006
PERIODIC,2000,0.05,3000000,6779,3.7775
PERIODIC,2000,0.05,3000000,13464,3.4175
PERIODIC,2000,0.05,3000000,16346,4.0055
PERIODIC,2000,0.05,3000000,17221,4.1535
PERIODIC,2000,0.05,3000000,19384,3.784
PERIODIC,2000,0.05,3000000,15961,4.011
PERIODIC,2000,0.05,3000000,12257,3.802
PERIODIC,2000,0.05,3000000,26168,3.802
PERIODIC,2000,0.05,3000000,4235,3.828
